TC,LAT_GPS,LON_GPS,GPS_ALT,O3_TECO,CO_AERO,NO_pptV,NO2_pptV,NO,NO2,SS_ColA,CCN_ColA,SS_ColB,CCN_ColB,CNC_Conc,CO2_ppm,CH4,BC_mass,BC_number,Scatter_number,methanol_ppb,acetonitrile_ppb,acetaldehyde_ppb,acetone_ppb,isoprene_furan_ppb,mvk_macr_ppb,mek_ppb,benzene_ppb,toluene_ppb,c9_aromatics_ppb,monoterpenes_ppb
30542,0,0,0,-0.546369552612305,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30543,0,0,0,-0.546369552612305,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30544,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30545,0,0,0,-0.546369552612305,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30546,0,0,0,-0.546369552612305,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30547,0,0,0,-0.546369552612305,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30548,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30549,0,0,0,-0.546369552612305,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30550,0,0,0,-0.546369552612305,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30551,0,0,0,-0.546369552612305,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30552,0,0,0,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30553,0,0,0,-0.546369552612305,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30554,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30555,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30556,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30557,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30558,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30559,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30560,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30561,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30562,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30563,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30564,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30565,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30566,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30567,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30568,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30569,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30570,0,0,0,0,11236.6953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30571,0,0,0,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30572,0,0,0,-0.546369552612305,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30573,0,0,0,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30574,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30575,0,0,0,176.067321777344,330.3076171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30576,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30577,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30578,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30579,0,0,0,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30580,0,0,0,-0.546369552612305,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30581,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30582,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30583,0,0,0,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30584,0,0,0,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30585,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30586,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30587,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30588,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30589,0,0,0,-0.644993782043457,-0.108480453491211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30590,0,0,0,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30591,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30592,0,0,0,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30593,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30594,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30595,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30596,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30597,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30598,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30599,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30600,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30601,0,0,0,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30602,0,0,0,-0.546369552612305,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30603,0,0,0,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30604,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30605,0,0,0,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30606,-8.71541595458984,-63.8996734619141,114.8125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30607,-8.71541595458984,-63.8996734619141,114.875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30608,-8.71541595458984,-63.8996734619141,115.25,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30609,-8.71541595458984,-63.8996734619141,115.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30610,-8.71541595458984,-63.899658203125,115.9375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30611,-8.71541213989258,-63.899658203125,115.875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30612,-8.71541213989258,-63.8996734619141,115.5625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30613,-8.71540451049805,-63.8996734619141,115.5,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30614,-8.71540069580078,-63.8996734619141,115.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30615,-8.71539688110352,-63.8996887207031,116.0625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30616,-8.71539306640625,-63.8996887207031,115.875,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30617,-8.71539306640625,-63.8996887207031,115,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30618,-8.71539306640625,-63.8996887207031,113.9375,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30619,-8.71539306640625,-63.8996887207031,113.4375,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30620,-8.71538925170898,-63.8996887207031,113.3125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30621,-8.71538925170898,-63.8996887207031,113.25,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30622,-8.71538543701172,-63.8996887207031,113,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30623,-8.71538543701172,-63.8997039794922,112.5625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30624,-8.71538162231445,-63.8997039794922,112.4375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30625,-8.71538162231445,-63.8997039794922,112.625,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30626,-8.71538162231445,-63.8997039794922,112.875,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30627,-8.71538162231445,-63.8997039794922,112.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30628,-8.71538543701172,-63.8996887207031,112.4375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30629,-8.71538925170898,-63.8996887207031,112.1875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30630,-8.71539306640625,-63.8996887207031,112.25,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30631,-8.71539688110352,-63.8996734619141,112.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30632,-8.71539688110352,-63.8996734619141,113.1875,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30633,-8.71540069580078,-63.8996734619141,113.375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30634,-8.71540451049805,-63.8996734619141,113.4375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30635,-8.71540069580078,-63.8996734619141,113.375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30636,-8.71540069580078,-63.8996734619141,113.125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30637,-8.71540069580078,-63.8996734619141,113.0625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30638,-8.71540069580078,-63.8996734619141,113.5,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30639,-8.71540069580078,-63.8996734619141,113.6875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30640,-8.71539688110352,-63.8996734619141,113.6875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30641,-8.71539688110352,-63.8996734619141,113.5625,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30642,-8.71539306640625,-63.8996887207031,113.8125,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30643,-8.71538925170898,-63.8996887207031,114.3125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30644,-8.71538543701172,-63.8996887207031,115.0625,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30645,-8.71538543701172,-63.8996887207031,115.25,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30646,-8.71538543701172,-63.8996887207031,115,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30647,-8.71538543701172,-63.8996887207031,114.6875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30648,-8.71538925170898,-63.8996887207031,114.5,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30649,-8.71538925170898,-63.8997039794922,114.625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30650,-8.71538925170898,-63.8997039794922,114.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30651,-8.71538925170898,-63.8997039794922,114.3125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30652,-8.71538543701172,-63.8997039794922,113.6875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30653,-8.71538543701172,-63.8997039794922,113.0625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30654,-8.71538543701172,-63.8997039794922,112.8125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30655,-8.71538543701172,-63.8997039794922,112.75,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30656,-8.71538543701172,-63.8997039794922,112.625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30657,-8.71538925170898,-63.8997039794922,112.25,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30658,-8.71539306640625,-63.8997039794922,111.625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30659,-8.71539688110352,-63.8997039794922,110.875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30660,-8.71539688110352,-63.8997039794922,110.375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30661,-8.71539688110352,-63.8997039794922,110.25,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30662,-8.71539688110352,-63.8997039794922,110.4375,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30663,-8.71539688110352,-63.8996887207031,110.375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30664,-8.71539688110352,-63.8996887207031,110.3125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30665,-8.71539688110352,-63.8996887207031,110.25,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30666,-8.71539306640625,-63.8996887207031,110.3125,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30667,-8.71538925170898,-63.8996887207031,110.3125,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30668,-8.71538925170898,-63.8996887207031,110.3125,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30669,-8.71538543701172,-63.8996887207031,110.0625,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30670,-8.71538162231445,-63.8996887207031,109.875,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30671,-8.71538162231445,-63.8996887207031,110.1875,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30672,-8.71538162231445,-63.8997039794922,110.8125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30673,-8.71538162231445,-63.8997039794922,111.375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30674,-8.71538162231445,-63.8997039794922,111.4375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30675,-8.71538162231445,-63.8997039794922,111.125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30676,-8.71537780761719,-63.8997192382813,110.75,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30677,-8.71537780761719,-63.8997192382813,110.75,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30678,-8.71537780761719,-63.8997192382813,111.0625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30679,-8.71537399291992,-63.8997192382813,111.1875,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30680,-8.71537780761719,-63.8997192382813,110.8125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30681,-8.71537780761719,-63.8997192382813,110,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30682,-8.71538162231445,-63.8997192382813,109.375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30683,-8.71538543701172,-63.8997192382813,109,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30684,-8.71538543701172,-63.8997192382813,108.875,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30685,-8.71538925170898,-63.8997039794922,108.8125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30686,-8.71539306640625,-63.8997039794922,108.5,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30687,-8.71540069580078,-63.8997039794922,108.0625,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30688,-8.71540451049805,-63.8997039794922,107.875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30689,-8.71540069580078,-63.8996887207031,107.8125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30690,-8.71540069580078,-63.8996887207031,107.8125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30691,-8.71540069580078,-63.8996887207031,107.625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30692,-8.71540451049805,-63.8996887207031,107.1875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30693,-8.71540069580078,-63.8996887207031,106.8125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30694,-8.71540069580078,-63.8996887207031,106.75,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30695,-8.71539688110352,-63.8997039794922,106.9375,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30696,-8.71538925170898,-63.8997039794922,107.375,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30697,-8.71538543701172,-63.8997039794922,107.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30698,-8.71538162231445,-63.8997039794922,107.75,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30699,-8.71537780761719,-63.8997039794922,107.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30700,-8.71537399291992,-63.8997192382813,108,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30701,-8.71537017822266,-63.8997192382813,108.375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
