TC,LAT_GPS,LON_GPS,GPS_ALT,O3_TECO,CO_AERO,NO_pptV,NO2_pptV,NO,NO2,SS_ColA,CCN_ColA,SS_ColB,CCN_ColB,CNC_Conc,CO2_ppm,CH4,BC_mass,BC_number,Scatter_number,methanol_ppb,acetonitrile_ppb,acetaldehyde_ppb,acetone_ppb,isoprene_furan_ppb,mvk_macr_ppb,mek_ppb,benzene_ppb,toluene_ppb,c9_aromatics_ppb,monoterpenes_ppb
31511,-8.71540832519531,-63.8996734619141,105.3125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31512,-8.71540832519531,-63.8996734619141,105.8125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31513,-8.71540451049805,-63.8996734619141,106.0625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31514,-8.71540069580078,-63.8996887207031,105.8125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31515,-8.71540069580078,-63.8996887207031,105.625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31516,-8.71539688110352,-63.8996887207031,105.625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31517,-8.71538925170898,-63.8996887207031,105.9375,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31518,-8.71538543701172,-63.8996887207031,106.5,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31519,-8.71537780761719,-63.8996887207031,107,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31520,-8.71537017822266,-63.8997039794922,107.1875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31521,-8.71536636352539,-63.8996887207031,107.125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31522,-8.71536254882813,-63.8996887207031,107.125,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31523,-8.71536254882813,-63.8996887207031,107.375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31524,-8.71535873413086,-63.8997039794922,107.6875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31525,-8.71535873413086,-63.8997039794922,107.75,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31526,-8.71535491943359,-63.8997039794922,107.4375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31527,-8.71535491943359,-63.8997039794922,106.75,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31528,-8.71535110473633,-63.8997039794922,106.1875,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31529,-8.71535110473633,-63.8997192382813,106.125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31530,-8.71535110473633,-63.8997192382813,106.1875,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31531,-8.71535110473633,-63.8997192382813,106.25,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31532,-8.71535110473633,-63.8997192382813,106.1875,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31533,-8.71535110473633,-63.8997192382813,105.75,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31534,-8.71535110473633,-63.8997192382813,105.25,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31535,-8.71535491943359,-63.8997039794922,105.3125,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31536,-8.71535491943359,-63.8997039794922,105.625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31537,-8.71535873413086,-63.8997039794922,105.8125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31538,-8.71536254882813,-63.8997039794922,105.5625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31539,-8.71536254882813,-63.8997039794922,104.875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31540,-8.71536636352539,-63.8997039794922,104.1875,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31541,-8.71537399291992,-63.8997039794922,103.875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31542,-8.71537780761719,-63.8997039794922,104,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31543,-8.71538162231445,-63.8997039794922,104.0625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31544,-8.71538543701172,-63.8997039794922,103.875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31545,-8.71538543701172,-63.8997039794922,103.625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31546,-8.71538925170898,-63.8997039794922,103.375,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31547,-8.71538925170898,-63.8996887207031,103.4375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31548,-8.71539306640625,-63.8996887207031,103.875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31549,-8.71539688110352,-63.8996887207031,104.4375,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31550,-8.71539688110352,-63.8996887207031,105.0625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31551,-8.71539688110352,-63.8996887207031,105.25,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31552,-8.71539306640625,-63.8996887207031,105.1875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31553,-8.71539306640625,-63.8996887207031,105.125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31554,-8.71539306640625,-63.8996887207031,105.3125,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31555,-8.71539306640625,-63.8996887207031,105.375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31556,-8.71539306640625,-63.8996887207031,105.0625,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31557,-8.71538925170898,-63.8996887207031,104.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31558,-8.71538925170898,-63.8996887207031,104.4375,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31559,-8.71538925170898,-63.8996887207031,104.3125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31560,-8.71538925170898,-63.8996887207031,104.5625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31561,-8.71538543701172,-63.8997039794922,104.9375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31562,-8.71538162231445,-63.8997039794922,105,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31563,-8.71537780761719,-63.8997039794922,104.75,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31564,-8.71537780761719,-63.8997039794922,104.625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31565,-8.71537399291992,-63.8997039794922,104.9375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31566,-8.71537399291992,-63.8997039794922,105.5625,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31567,-8.71537399291992,-63.8997039794922,106.1875,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31568,-8.71537017822266,-63.8997039794922,106.3125,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31569,-8.71537017822266,-63.8997039794922,106.1875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31570,-8.71536636352539,-63.8997192382813,106.0625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31571,-8.71536636352539,-63.8997192382813,106.125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31572,-8.71536636352539,-63.8997192382813,106.375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31573,-8.71536636352539,-63.8997192382813,106.5,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31574,-8.71536636352539,-63.8997192382813,106.25,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31575,-8.71536636352539,-63.8997192382813,105.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31576,-8.71536254882813,-63.8997192382813,105.5,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31577,-8.71536254882813,-63.8997192382813,105.4375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31578,-8.71536636352539,-63.8997192382813,105.625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31579,-8.71536636352539,-63.8997192382813,105.9375,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31580,-8.71537017822266,-63.8997192382813,106.375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31581,-8.71537399291992,-63.8997192382813,106.6875,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31582,-8.71537399291992,-63.8997192382813,106.6875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31583,-8.71537780761719,-63.8997192382813,106.6875,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31584,-8.71537780761719,-63.8997039794922,106.625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31585,-8.71538543701172,-63.8997039794922,106.5625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31586,-8.71538925170898,-63.8997039794922,106.75,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31587,-8.71539306640625,-63.8997039794922,106.75,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31588,-8.71540069580078,-63.8997039794922,106.6875,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31589,-8.71540451049805,-63.8997039794922,106.6875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31590,-8.71540832519531,-63.8997039794922,106.6875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31591,-8.71541213989258,-63.8996887207031,106.6875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31592,-8.71541213989258,-63.8996887207031,106.6875,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31593,-8.71541213989258,-63.8996887207031,106.5625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31594,-8.71541213989258,-63.8996887207031,106.3125,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31595,-8.71541595458984,-63.8996734619141,106.25,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31596,-8.71541595458984,-63.8996734619141,106.3125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31597,-8.71541976928711,-63.8996734619141,106.4375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31598,-8.71542358398438,-63.8996734619141,106.3125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31599,-8.71542358398438,-63.899658203125,106,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600,-8.71542358398438,-63.899658203125,105.8125,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31601,-8.71542739868164,-63.899658203125,105.8125,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31602,-8.71543121337891,-63.899658203125,106.0625,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31603,-8.71543121337891,-63.899658203125,106.25,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31604,-8.71543502807617,-63.899658203125,106.3125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31605,-8.71543502807617,-63.8996734619141,106.375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31606,-8.71543121337891,-63.8996734619141,106.4375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607,-8.71542739868164,-63.8996734619141,106.625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31608,-8.71541976928711,-63.8996734619141,106.875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31609,-8.71541595458984,-63.8996734619141,106.875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31610,-8.71541213989258,-63.8996734619141,106.5625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31611,-8.71540832519531,-63.8996734619141,106.125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31612,-8.71540069580078,-63.8996734619141,105.75,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31613,-8.71540069580078,-63.8996734619141,105.5625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31614,-8.71539688110352,-63.8996734619141,105.4375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31615,-8.71539306640625,-63.8996734619141,105.5,-0.743618011474609,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31616,-8.71539306640625,-63.8996734619141,105.375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31617,-8.71539306640625,-63.8996734619141,104.9375,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31618,-8.71539306640625,-63.8996734619141,104.5,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31619,-8.71539306640625,-63.8996734619141,104.1875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31620,-8.71538925170898,-63.8996734619141,104.0625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31621,-8.71538543701172,-63.8996734619141,103.875,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31622,-8.71538162231445,-63.8996734619141,103.5625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31623,-8.71538162231445,-63.8996734619141,103.1875,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31624,-8.71538162231445,-63.8996734619141,102.8125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31625,-8.71538162231445,-63.8996734619141,102.4375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31626,-8.71538162231445,-63.8996734619141,102.0625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31627,-8.71538162231445,-63.8996734619141,101.75,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31628,-8.71538162231445,-63.8996734619141,101.4375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31629,-8.71538162231445,-63.8996887207031,101.25,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31630,-8.71538543701172,-63.8996887207031,101.0625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31631,-8.71538925170898,-63.8996887207031,100.9375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31632,-8.71539306640625,-63.8996887207031,101,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31633,-8.71539306640625,-63.8996887207031,101.3125,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31634,-8.71539688110352,-63.8996734619141,101.3125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31635,-8.71540069580078,-63.8996734619141,101.25,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31636,-8.71540451049805,-63.8996734619141,101.125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31637,-8.71540451049805,-63.8996734619141,101.125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31638,-8.71540832519531,-63.8996734619141,101.5625,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31639,-8.71541213989258,-63.899658203125,102,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31640,-8.71541976928711,-63.899658203125,102.4375,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31641,-8.71542358398438,-63.899658203125,102.5625,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31642,-8.71542358398438,-63.899658203125,102.5,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31643,-8.71542739868164,-63.899658203125,102.5625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31644,-8.71542739868164,-63.899658203125,102.875,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31645,-8.71542739868164,-63.899658203125,103.3125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31646,-8.71542739868164,-63.899658203125,103.875,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31647,-8.71542739868164,-63.899658203125,104.25,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31648,-8.71542739868164,-63.899658203125,104.25,-0.644993782043457,-0.298142433166504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31649,-8.71542358398438,-63.899658203125,104.1875,-0.743618011474609,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31650,-8.71541976928711,-63.899658203125,104.3125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31651,-8.71541976928711,-63.899658203125,104.8125,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31652,-8.71541595458984,-63.899658203125,105.5,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31653,-8.71541213989258,-63.899658203125,106.0625,-0.644993782043457,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31654,-8.71541213989258,-63.899658203125,106.125,-0.743618011474609,-0.487804412841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31655,-8.71540832519531,-63.899658203125,106.0625,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31656,-8.71540832519531,-63.899658203125,105.875,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31657,-8.71540832519531,-63.899658203125,105.9375,-0.644993782043457,-0.67746639251709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
